AC   MIPF0000001
ID   mir-17
MI   MI0017064  pma-mir-130e
MI   MI0017065  pma-mir-130a
MI   MI0017066  pma-mir-130b
MI   MI0017067  pma-mir-130c
MI   MI0017121  pma-mir-301a
MI   MI0017122  pma-mir-301b
MI   MI0018733  aca-mir-130a-1
MI   MI0018734  aca-mir-130a-2
MI   MI0018735  aca-mir-130b
MI   MI0018736  aca-mir-130c
MI   MI0018844  aca-mir-301a
MI   MI0018845  aca-mir-301b
MI   MI0019489  ola-mir-301b
MI   MI0019490  ola-mir-130c
MI   MI0019498  ola-mir-301a
MI   MI0019642  sha-mir-130b
MI   MI0019659  sha-mir-130a
//
AC   MIPF0000035
ID   MIR172
MI   MI0000215  ath-MIR172a
MI   MI0000216  ath-MIR172b
MI   MI0000991  ath-MIR172c
MI   MI0000992  ath-MIR172d
MI   MI0001089  ath-MIR172e
MI   MI0001139  osa-MIR172a
MI   MI0001140  osa-MIR172b
MI   MI0001141  osa-MIR172c
MI   MI0001154  osa-MIR172d
MI   MI0001493  zma-MIR172a
MI   MI0001494  zma-MIR172d
MI   MI0001495  zma-MIR172b
MI   MI0001496  zma-MIR172c
MI   MI0001501  sbi-MIR172b
MI   MI0001502  sbi-MIR172c
MI   MI0001503  sbi-MIR172a
MI   MI0001568  sbi-MIR172e
MI   MI0001780  gma-MIR172a
MI   MI0001781  gma-MIR172b
MI   MI0001840  zma-MIR172e
MI   MI0002287  ptc-MIR172a
MI   MI0002288  ptc-MIR172b
MI   MI0002289  ptc-MIR172c
MI   MI0002290  ptc-MIR172d
MI   MI0002291  ptc-MIR172e
MI   MI0002292  ptc-MIR172f
MI   MI0002293  ptc-MIR172g
MI   MI0002294  ptc-MIR172h
MI   MI0005600  mtr-MIR172
MI   MI0006544  vvi-MIR172a
MI   MI0006545  vvi-MIR172b
MI   MI0006546  vvi-MIR172c
MI   MI0006547  vvi-MIR172d
MI   MI0009976  sly-MIR172a
MI   MI0009977  sly-MIR172b
MI   MI0010661  bra-MIR172a
MI   MI0010662  bra-MIR172b
MI   MI0010665  bol-MIR172a
MI   MI0010666  bol-MIR172b
MI   MI0010727  gma-MIR172c
MI   MI0010728  gma-MIR172d
MI   MI0010729  gma-MIR172e
MI   MI0010885  sbi-MIR172d
MI   MI0012089  aqc-MIR172a
MI   MI0012090  aqc-MIR172b
MI   MI0013256  sbi-MIR172f
MI   MI0013302  csi-MIR172a
MI   MI0013405  rco-MIR172
MI   MI0013540  ghr-MIR172
MI   MI0014563  aly-MIR172a
MI   MI0014564  aly-MIR172b
MI   MI0014565  aly-MIR172c
MI   MI0014566  aly-MIR172d
MI   MI0014567  aly-MIR172e
MI   MI0016462  ata-MIR172
MI   MI0016574  gma-MIR172f
MI   MI0016700  csi-MIR172b
MI   MI0016701  csi-MIR172c
MI   MI0017497  tcc-MIR172a
MI   MI0017498  tcc-MIR172b
MI   MI0017499  tcc-MIR172c
MI   MI0017500  tcc-MIR172d
MI   MI0017501  tcc-MIR172e
MI   MI0018110  bdi-MIR172a
MI   MI0018121  bdi-MIR172b
MI   MI0018368  mtr-MIR172b
MI   MI0018369  mtr-MIR172c
MI   MI0018668  gma-MIR172g
MI   MI0018669  gma-MIR172h
MI   MI0018670  gma-MIR172i
MI   MI0018671  gma-MIR172j
MI   MI0018980  aau-MIR172
MI   MI0019348  ssl-MIR172
MI   MI0019573  vun-MIR172
//
AC   MIPF0000036
ID   mir-27
MI   MI0000085  hsa-mir-27a
MI   MI0000142  mmu-mir-27b
MI   MI0000440  hsa-mir-27b
MI   MI0000578  mmu-mir-27a
MI   MI0000859  rno-mir-27b
MI   MI0000860  rno-mir-27a
MI   MI0001274  gga-mir-27b
MI   MI0001928  dre-mir-27a
MI   MI0001929  dre-mir-27b
MI   MI0001930  dre-mir-27c-1
MI   MI0001931  dre-mir-27d
MI   MI0001932  dre-mir-27e
MI   MI0002442  ssc-mir-27a
MI   MI0003036  ggo-mir-27a
MI   MI0003039  age-mir-27a
MI   MI0003041  ppa-mir-27a
MI   MI0003044  lca-mir-27a
MI   MI0003046  ppy-mir-27a
MI   MI0003049  ptr-mir-27a
MI   MI0003052  mml-mir-27a
MI   MI0003055  sla-mir-27a
MI   MI0003057  mne-mir-27a
MI   MI0003267  fru-mir-27b
MI   MI0003268  tni-mir-27b
MI   MI0003417  fru-mir-27e
MI   MI0003418  tni-mir-27e
MI   MI0003431  fru-mir-27c
MI   MI0003432  tni-mir-27c
MI   MI0004746  bta-mir-27a
MI   MI0004760  bta-mir-27b
MI   MI0004809  xtr-mir-27a
MI   MI0004810  xtr-mir-27b
MI   MI0004916  xtr-mir-27c-1
MI   MI0004917  xtr-mir-27c-2
MI   MI0005364  mdo-mir-27a
MI   MI0005367  mdo-mir-27b
MI   MI0006758  oan-mir-27b
MI   MI0006825  oan-mir-27a
MI   MI0007595  mml-mir-27b
MI   MI0008009  cfa-mir-27b
MI   MI0008040  cfa-mir-27a
MI   MI0008591  ptr-mir-27b
MI   MI0012739  eca-mir-27a
MI   MI0012865  eca-mir-27b
MI   MI0013109  ssc-mir-27b
MI   MI0013748  tgu-mir-27
MI   MI0014800  ppy-mir-27b
MI   MI0017033  pma-mir-27a
MI   MI0017034  pma-mir-27b
MI   MI0018837  aca-mir-27a
MI   MI0018838  aca-mir-27b
MI   MI0019425  ola-mir-27b
MI   MI0019461  ola-mir-27c
MI   MI0019527  ola-mir-27a
MI   MI0019529  ola-mir-27d
MI   MI0019589  dre-mir-27c-2
MI   MI0019615  sha-mir-27b
//
AC   MIPF0000037
ID   MIR169_2
MI   MI0000212  ath-MIR169a
MI   MI0000679  osa-MIR169a
MI   MI0000976  ath-MIR169b
MI   MI0000977  ath-MIR169c
MI   MI0000978  ath-MIR169d
MI   MI0000979  ath-MIR169e
MI   MI0000980  ath-MIR169f
MI   MI0000981  ath-MIR169g
MI   MI0001117  osa-MIR169b
MI   MI0001118  osa-MIR169c
MI   MI0001473  zma-MIR169a
MI   MI0001474  zma-MIR169b
MI   MI0001515  sbi-MIR169b
MI   MI0001516  sbi-MIR169a
MI   MI0001741  mtr-MIR169a
MI   MI0001742  mtr-MIR169b
MI   MI0001791  gma-MIR169a
MI   MI0001826  zma-MIR169c
MI   MI0002245  ptc-MIR169a
MI   MI0002252  ptc-MIR169b
MI   MI0002253  ptc-MIR169c
MI   MI0002254  ptc-MIR169d
MI   MI0002256  ptc-MIR169f
MI   MI0002257  ptc-MIR169g
MI   MI0002258  ptc-MIR169h
MI   MI0002264  ptc-MIR169n
MI   MI0002269  ptc-MIR169s
MI   MI0002276  ptc-MIR169z
MI   MI0005577  mtr-MIR169c
MI   MI0005578  mtr-MIR169d
MI   MI0005579  mtr-MIR169e
MI   MI0005604  mtr-MIR169g
MI   MI0005625  mtr-MIR169j
MI   MI0005630  mtr-MIR169m
MI   MI0005631  mtr-MIR169l
MI   MI0005632  mtr-MIR169k
MI   MI0006457  bna-MIR169a
MI   MI0006458  bna-MIR169b
MI   MI0006469  bna-MIR169m
MI   MI0006521  vvi-MIR169a
MI   MI0006523  vvi-MIR169c
MI   MI0006524  vvi-MIR169d
MI   MI0006526  vvi-MIR169f
MI   MI0006527  vvi-MIR169g
MI   MI0006528  vvi-MIR169j
MI   MI0006529  vvi-MIR169k
MI   MI0006530  vvi-MIR169m
MI   MI0006531  vvi-MIR169p
MI   MI0006532  vvi-MIR169r
MI   MI0006533  vvi-MIR169s
MI   MI0006534  vvi-MIR169t
MI   MI0006535  vvi-MIR169u
MI   MI0007211  gma-MIR169b
MI   MI0007212  gma-MIR169c
MI   MI0007940  vvi-MIR169b
MI   MI0007941  vvi-MIR169h
MI   MI0007942  vvi-MIR169i
MI   MI0007943  vvi-MIR169l
MI   MI0007944  vvi-MIR169n
MI   MI0007945  vvi-MIR169o
MI   MI0007946  vvi-MIR169q
MI   MI0007947  vvi-MIR169v
MI   MI0007948  vvi-MIR169w
MI   MI0008361  sly-MIR169a
MI   MI0008363  sly-MIR169c
MI   MI0010873  sbi-MIR169e
MI   MI0010875  sbi-MIR169j
MI   MI0010876  sbi-MIR169k
MI   MI0011574  bdi-MIR169b
MI   MI0012080  aqc-MIR169c
MI   MI0013205  zma-MIR169r
MI   MI0013395  rco-MIR169a
MI   MI0013396  rco-MIR169b
MI   MI0013397  rco-MIR169c
MI   MI0014545  aly-MIR169a
MI   MI0014546  aly-MIR169b
MI   MI0014547  aly-MIR169c
MI   MI0014548  aly-MIR169d
MI   MI0014549  aly-MIR169e
MI   MI0014550  aly-MIR169f
MI   MI0014551  aly-MIR169g
MI   MI0016571  gma-MIR169d
MI   MI0017475  tcc-MIR169a
MI   MI0017476  tcc-MIR169b
MI   MI0017477  tcc-MIR169c
MI   MI0017479  tcc-MIR169e
MI   MI0017485  tcc-MIR169k
MI   MI0017486  tcc-MIR169l
MI   MI0017487  tcc-MIR169m
MI   MI0017836  gma-MIR169f
MI   MI0017837  gma-MIR169g
MI   MI0018120  bdi-MIR169a
MI   MI0018126  bdi-MIR169c
MI   MI0018160  bdi-MIR169f
MI   MI0018663  gma-MIR169k
MI   MI0018664  gma-MIR169l
MI   MI0018665  gma-MIR169m
MI   MI0019572  vun-MIR169
//
AC   MIPF0000038
ID   mir-1
MI   MI0000003  cel-mir-1
MI   MI0000116  dme-mir-1
MI   MI0000139  mmu-mir-1a-1
MI   MI0000249  mmu-mir-206
MI   MI0000437  hsa-mir-1-2
MI   MI0000490  hsa-mir-206
MI   MI0000493  cbr-mir-1
MI   MI0000651  hsa-mir-1-1
MI   MI0000652  mmu-mir-1a-2
MI   MI0000948  rno-mir-206
MI   MI0001196  gga-mir-1a-2
MI   MI0001207  gga-mir-206
MI   MI0001247  gga-mir-1a-1
MI   MI0001254  gga-mir-1b
MI   MI0001289  dps-mir-1
MI   MI0001575  ame-mir-1-1
MI   MI0001601  aga-mir-1
MI   MI0001877  dre-mir-1-2
MI   MI0001878  dre-mir-1-1
MI   MI0002045  dre-mir-206-1
MI   MI0002046  dre-mir-206-2
MI   MI0002619  ppy-mir-206
MI   MI0002620  mne-mir-206
MI   MI0002930  ppa-mir-1
MI   MI0003423  fru-mir-1
MI   MI0003424  tni-mir-1
MI   MI0003489  rno-mir-1
MI   MI0004788  xtr-mir-1a-2
MI   MI0004789  xtr-mir-1a-1
MI   MI0004863  xtr-mir-206
MI   MI0004890  xtr-mir-1b
MI   MI0004969  bmo-mir-1a
MI   MI0005269  mdo-mir-1
MI   MI0005317  mdo-mir-206
MI   MI0006283  mmu-mir-1b
MI   MI0006700  oan-mir-1a
MI   MI0006779  oan-mir-206
MI   MI0006876  oan-mir-1b
MI   MI0007135  odi-mir-1c
MI   MI0007568  mml-mir-1-1
MI   MI0007569  mml-mir-1-2
MI   MI0007667  mml-mir-206
MI   MI0008002  cfa-mir-206
MI   MI0008060  cfa-mir-1-1
MI   MI0008118  cfa-mir-1-2
MI   MI0008372  xla-mir-1b
MI   MI0008412  ptr-mir-1-1
MI   MI0008422  ptr-mir-1-2
MI   MI0008576  ptr-mir-206
MI   MI0008892  tca-mir-1
MI   MI0008968  dan-mir-1
MI   MI0009075  der-mir-1
MI   MI0009155  dgr-mir-1
MI   MI0009248  dmo-mir-1
MI   MI0009278  dpe-mir-1
MI   MI0009376  dse-mir-1
MI   MI0009432  dsi-mir-1
MI   MI0009527  dvi-mir-1
MI   MI0009555  dwi-mir-1
MI   MI0009655  dya-mir-1
MI   MI0009718  bta-mir-1-2
MI   MI0009719  bta-mir-1-1
MI   MI0009772  bta-mir-206
MI   MI0010008  bfl-mir-1
MI   MI0010046  cte-mir-1
MI   MI0010100  lgi-mir-1
MI   MI0010145  sko-mir-1
MI   MI0010186  spu-mir-1
MI   MI0010682  ssc-mir-1
MI   MI0011077  crm-mir-1
MI   MI0011127  ppc-mir-1
MI   MI0012216  dpu-mir-1
MI   MI0012261  isc-mir-1
MI   MI0012746  eca-mir-1
MI   MI0012845  eca-mir-206-2
MI   MI0012853  eca-mir-1-2
MI   MI0012994  bmo-mir-1b
MI   MI0013084  ssc-mir-206
MI   MI0013455  aae-mir-1
MI   MI0013566  cqu-mir-1
MI   MI0013780  tgu-mir-1-2
MI   MI0013781  tgu-mir-1-1
MI   MI0013909  api-mir-1
MI   MI0014753  nvi-mir-1
MI   MI0014778  ppy-mir-1-1
MI   MI0015440  rno-mir-3571
MI   MI0015480  cin-mir-1
MI   MI0015955  ame-mir-1-2
MI   MI0016626  ngi-mir-1
MI   MI0016999  pma-mir-1a
MI   MI0017000  pma-mir-1b
MI   MI0017001  pma-mir-1c
MI   MI0017775  egr-mir-1
MI   MI0017798  emu-mir-1
MI   MI0018528  asu-mir-1
MI   MI0018799  aca-mir-1a-1
MI   MI0018800  aca-mir-1a-2
MI   MI0018801  aca-mir-1b
MI   MI0018810  aca-mir-206
MI   MI0019437  ola-mir-1-1
MI   MI0019525  ola-mir-1-2
MI   MI0019552  ola-mir-206
//
AC   MIPF0000039
ID   mir-34
MI   MI0000005  cel-mir-34
MI   MI0000268  hsa-mir-34a
MI   MI0000371  dme-mir-34
MI   MI0000403  mmu-mir-34c
MI   MI0000404  mmu-mir-34b
MI   MI0000494  cbr-mir-34
MI   MI0000584  mmu-mir-34a
MI   MI0000742  hsa-mir-34b
MI   MI0000743  hsa-mir-34c
MI   MI0000875  rno-mir-34b
MI   MI0000876  rno-mir-34c
MI   MI0000877  rno-mir-34a
MI   MI0001251  gga-mir-34a
MI   MI0001260  gga-mir-34b
MI   MI0001261  gga-mir-34c
MI   MI0001317  dps-mir-34
MI   MI0001365  dre-mir-34
MI   MI0002796  ggo-mir-34a
MI   MI0002797  age-mir-34a
MI   MI0002798  ppa-mir-34a
MI   MI0002799  ppy-mir-34a
MI   MI0002800  ptr-mir-34a
MI   MI0002801  mml-mir-34a
MI   MI0002802  sla-mir-34a
MI   MI0002803  lla-mir-34a
MI   MI0002804  mne-mir-34a
MI   MI0003690  dre-mir-34b
MI   MI0004763  bta-mir-34b
MI   MI0004774  dre-mir-34c
MI   MI0004816  xtr-mir-34a
MI   MI0004817  xtr-mir-34b-2
MI   MI0004818  xtr-mir-34b-4
MI   MI0004924  xtr-mir-34b-3
MI   MI0004925  xtr-mir-34b-1
MI   MI0004975  bmo-mir-34
MI   MI0005068  bta-mir-34c
MI   MI0005280  mdo-mir-34a
MI   MI0005464  bta-mir-34a
MI   MI0005739  ame-mir-34
MI   MI0006239  aga-mir-34
MI   MI0006850  oan-mir-34
MI   MI0007158  cin-mir-34
MI   MI0007188  csa-mir-34
MI   MI0007604  mml-mir-34b
MI   MI0007605  mml-mir-34c
MI   MI0008101  cfa-mir-34a
MI   MI0008106  cfa-mir-34c
MI   MI0008216  ssc-mir-34a
MI   MI0008632  ptr-mir-34b
MI   MI0008633  ptr-mir-34c
MI   MI0008906  tca-mir-34
MI   MI0008974  dan-mir-34
MI   MI0009046  der-mir-34
MI   MI0009170  dgr-mir-34
MI   MI0009209  dmo-mir-34
MI   MI0009269  dpe-mir-34
MI   MI0009349  dse-mir-34
MI   MI0009405  dsi-mir-34
MI   MI0009523  dvi-mir-34
MI   MI0009551  dwi-mir-34
MI   MI0009653  dya-mir-34
MI   MI0010019  bfl-mir-34a
MI   MI0010060  cte-mir-34
MI   MI0010111  lgi-mir-34
MI   MI0010195  spu-mir-34
MI   MI0010332  cfa-mir-34b
MI   MI0010512  bfl-mir-34b
MI   MI0011057  crm-mir-34
MI   MI0012244  dpu-mir-34
MI   MI0012673  eca-mir-34
MI   MI0012741  eca-mir-34b
MI   MI0012742  eca-mir-34c
MI   MI0013132  ssc-mir-34c
MI   MI0013327  bma-mir-34
MI   MI0013456  aae-mir-34
MI   MI0013826  tgu-mir-34a
MI   MI0013935  api-mir-34
MI   MI0014743  nvi-mir-34
MI   MI0014807  ppy-mir-34b
MI   MI0014808  ppy-mir-34c
MI   MI0015939  tgu-mir-34c-1
MI   MI0015969  tgu-mir-34c-2
MI   MI0016631  ngi-mir-34
MI   MI0016676  nlo-mir-34
MI   MI0017678  bfl-mir-34d
MI   MI0017679  bfl-mir-34e
MI   MI0018535  asu-mir-34
MI   MI0018857  aca-mir-34a
MI   MI0018858  aca-mir-34b
MI   MI0018859  aca-mir-34c
//
AC   MIPF0000040
ID   mir-199
MI   MI0000241  mmu-mir-199a-1
MI   MI0000242  hsa-mir-199a-1
MI   MI0000281  hsa-mir-199a-2
MI   MI0000282  hsa-mir-199b
MI   MI0000713  mmu-mir-199a-2
MI   MI0000714  mmu-mir-199b
MI   MI0000941  rno-mir-199a
MI   MI0001220  gga-mir-199-2
MI   MI0001245  gga-mir-199-1
MI   MI0001373  dre-mir-199-1
MI   MI0001374  dre-mir-199-2
MI   MI0001375  dre-mir-199-3
MI   MI0002830  ggo-mir-199a
MI   MI0002831  ppa-mir-199a
MI   MI0002832  ppy-mir-199a
MI   MI0002833  ptr-mir-199a-2
MI   MI0002834  mml-mir-199a-1
MI   MI0002835  sla-mir-199a
MI   MI0002836  lla-mir-199a
MI   MI0002837  mne-mir-199a
MI   MI0003275  fru-mir-199-3
MI   MI0003276  tni-mir-199-3
MI   MI0003329  fru-mir-199-2
MI   MI0003330  tni-mir-199-2
MI   MI0003358  fru-mir-199-1
MI   MI0003359  tni-mir-199-1
MI   MI0004758  bta-mir-199a-1
MI   MI0004859  xtr-mir-199a
MI   MI0004944  xtr-mir-199b
MI   MI0005036  bta-mir-199b
MI   MI0005314  mdo-mir-199b
MI   MI0006890  oan-mir-199
MI   MI0007662  mml-mir-199a-2
MI   MI0008042  cfa-mir-199-1
MI   MI0008124  cfa-mir-199-2
MI   MI0008151  cfa-mir-199-3
MI   MI0008219  ssc-mir-199b
MI   MI0008571  ptr-mir-199a-1
MI   MI0008572  ptr-mir-199b
MI   MI0009770  bta-mir-199a-2
MI   MI0012712  eca-mir-199a
MI   MI0012922  eca-mir-199b
MI   MI0013093  ssc-mir-199a-2
MI   MI0013802  tgu-mir-199-1
MI   MI0013847  tgu-mir-199-2
MI   MI0014859  ppy-mir-199a-2
MI   MI0014860  ppy-mir-199b
MI   MI0016621  ssc-mir-199a-1
MI   MI0017101  pma-mir-199a
MI   MI0017102  pma-mir-199b
MI   MI0018794  aca-mir-199a-1
MI   MI0018795  aca-mir-199a-2
MI   MI0018796  aca-mir-199b
MI   MI0019422  ola-mir-199a-1
MI   MI0019455  ola-mir-199a-2
MI   MI0019485  ola-mir-199a-3
MI   MI0019518  ola-mir-199a-4
MI   MI0019611  sha-mir-199a
//
AC   MIPF0000041
ID   mir-24
MI   MI0000080  hsa-mir-24-1
MI   MI0000081  hsa-mir-24-2
MI   MI0000231  mmu-mir-24-1
MI   MI0000572  mmu-mir-24-2
MI   MI0000854  rno-mir-24-1
MI   MI0000855  rno-mir-24-2
MI   MI0001275  gga-mir-24
MI   MI0001918  dre-mir-24-4
MI   MI0001919  dre-mir-24-2
MI   MI0001920  dre-mir-24-3
MI   MI0001921  dre-mir-24-1
MI   MI0002428  ssc-mir-24-1
MI   MI0002637  mml-mir-24-1
MI   MI0002638  ppy-mir-24-1
MI   MI0002639  mne-mir-24-1
MI   MI0002640  ppa-mir-24-1
MI   MI0003037  ggo-mir-24
MI   MI0003042  ppa-mir-24-2
MI   MI0003047  ppy-mir-24-2
MI   MI0003050  ptr-mir-24-2
MI   MI0003053  mml-mir-24-2
MI   MI0003058  mne-mir-24-2
MI   MI0003413  fru-mir-24-1
MI   MI0003414  tni-mir-24-1
MI   MI0003433  fru-mir-24-2
MI   MI0003434  tni-mir-24-2
MI   MI0004895  xtr-mir-24a
MI   MI0004896  xtr-mir-24b
MI   MI0005053  bta-mir-24-2
MI   MI0005365  mdo-mir-24-2
MI   MI0005368  mdo-mir-24-1
MI   MI0006757  oan-mir-24
MI   MI0008010  cfa-mir-24-1
MI   MI0008041  cfa-mir-24-2
MI   MI0008384  xla-mir-24b
MI   MI0008588  ptr-mir-24-1
MI   MI0009761  bta-mir-24-1
MI   MI0012738  eca-mir-24
MI   MI0012864  eca-mir-24-2
MI   MI0013111  ssc-mir-24-2
MI   MI0013753  tgu-mir-24
MI   MI0017028  pma-mir-24
MI   MI0018833  aca-mir-24-1
MI   MI0018834  aca-mir-24-2
MI   MI0019426  ola-mir-24a-1
MI   MI0019460  ola-mir-24a-2
MI   MI0019467  ola-mir-24a-3
MI   MI0019526  ola-mir-24b
MI   MI0019592  dre-mir-24-5
MI   MI0019613  sha-mir-24-2
MI   MI0019616  sha-mir-24-1
//
AC   MIPF0000042
ID   mir-204
MI   MI0000247  mmu-mir-204
MI   MI0000284  hsa-mir-204
MI   MI0000287  hsa-mir-211
MI   MI0000708  mmu-mir-211
MI   MI0000946  rno-mir-204
MI   MI0000951  rno-mir-211
MI   MI0001225  gga-mir-204-2
MI   MI0001271  gga-mir-204-1
MI   MI0001377  dre-mir-204-1
MI   MI0002042  dre-mir-204-2
MI   MI0002458  ssc-mir-204
MI   MI0002838  ptr-mir-204
MI   MI0002839  ggo-mir-204
MI   MI0002840  ppy-mir-204
MI   MI0002841  sla-mir-204
MI   MI0002842  mne-mir-204
MI   MI0002843  ppa-mir-204
MI   MI0002850  mml-mir-211
MI   MI0002851  ppy-mir-211
MI   MI0002852  mne-mir-211
MI   MI0003251  tni-mir-204b
MI   MI0003465  fru-mir-204
MI   MI0003466  tni-mir-204a
MI   MI0003711  gga-mir-211
MI   MI0004948  xtr-mir-204-2
MI   MI0004949  xtr-mir-204-1
MI   MI0005316  mdo-mir-204
MI   MI0005462  bta-mir-204
MI   MI0006689  oan-mir-204
MI   MI0007665  mml-mir-204
MI   MI0007993  cfa-mir-204
MI   MI0008581  ptr-mir-211
MI   MI0009775  bta-mir-211
MI   MI0010373  cfa-mir-211
MI   MI0012657  eca-mir-211
MI   MI0012862  eca-mir-204b-2
MI   MI0013791  tgu-mir-204-1
MI   MI0013792  tgu-mir-204-2
MI   MI0013793  tgu-mir-204-3
MI   MI0013794  tgu-mir-204-4
MI   MI0015938  tgu-mir-204-5
MI   MI0017106  pma-mir-204
MI   MI0018806  aca-mir-204a-1
MI   MI0018807  aca-mir-204a-2
MI   MI0019470  ola-mir-204
MI   MI0019617  sha-mir-204
//
AC   MIPF0000043
ID   mir-26
MI   MI0000083  hsa-mir-26a-1
MI   MI0000084  hsa-mir-26b
MI   MI0000573  mmu-mir-26a-1
MI   MI0000575  mmu-mir-26b
MI   MI0000706  mmu-mir-26a-2
MI   MI0000750  hsa-mir-26a-2
MI   MI0000857  rno-mir-26a
MI   MI0000858  rno-mir-26b
MI   MI0001187  gga-mir-26a
MI   MI0001923  dre-mir-26a-1
MI   MI0001925  dre-mir-26a-2
MI   MI0001926  dre-mir-26a-3
MI   MI0001927  dre-mir-26b
MI   MI0002429  ssc-mir-26a
MI   MI0002641  ptr-mir-26a-1
MI   MI0002642  ggo-mir-26a
MI   MI0002643  ppy-mir-26a
MI   MI0002644  lla-mir-26a
MI   MI0002645  mne-mir-26a
MI   MI0002646  mml-mir-26a-1
MI   MI0002647  ppa-mir-26a
MI   MI0003369  fru-mir-26
MI   MI0003370  tni-mir-26
MI   MI0004731  bta-mir-26a-2
MI   MI0004745  bta-mir-26b
MI   MI0004807  xtr-mir-26-1
MI   MI0004808  xtr-mir-26-2
MI   MI0006777  oan-mir-26
MI   MI0007593  mml-mir-26a-2
MI   MI0007594  mml-mir-26b
MI   MI0007990  cfa-mir-26a-2
MI   MI0008058  cfa-mir-26a-1
MI   MI0008088  cfa-mir-26b
MI   MI0008589  ptr-mir-26a-2
MI   MI0008590  ptr-mir-26b
MI   MI0009784  bta-mir-26a-1
MI   MI0012490  mdo-mir-26-2
MI   MI0012491  mdo-mir-26-3
MI   MI0012492  mdo-mir-26-1
MI   MI0012728  eca-mir-26a
MI   MI0012826  eca-mir-26a-2
MI   MI0013717  tgu-mir-26-1
MI   MI0013718  tgu-mir-26-2
MI   MI0014798  ppy-mir-26a-2
MI   MI0014799  ppy-mir-26b
MI   MI0015949  bta-mir-26c
MI   MI0017030  pma-mir-26a-1
MI   MI0017031  pma-mir-26a-2
MI   MI0017032  pma-mir-26b
MI   MI0018835  aca-mir-26-1
MI   MI0018836  aca-mir-26-2
MI   MI0019454  ola-mir-26-1
MI   MI0019521  ola-mir-26-2
MI   MI0019532  ola-mir-26-3
MI   MI0019657  sha-mir-26a
//
AC   MIPF0000044
ID   mir-219
MI   MI0000296  hsa-mir-219-1
MI   MI0000358  dme-mir-219
MI   MI0000702  mmu-mir-219-1
MI   MI0000740  hsa-mir-219-2
MI   MI0000741  mmu-mir-219-2
MI   MI0000959  rno-mir-219-1
MI   MI0000960  rno-mir-219-2
MI   MI0001246  gga-mir-219
MI   MI0001328  dps-mir-219
MI   MI0001384  dre-mir-219-1
MI   MI0001385  dre-mir-219-2
MI   MI0001582  ame-mir-219
MI   MI0001611  aga-mir-219
MI   MI0002054  dre-mir-219-3
MI   MI0002884  mml-mir-219-1
MI   MI0002885  ggo-mir-219
MI   MI0002886  ppy-mir-219
MI   MI0003215  fru-mir-219-2
MI   MI0003216  tni-mir-219-2
MI   MI0003411  fru-mir-219-1
MI   MI0003412  tni-mir-219-1
MI   MI0004873  xtr-mir-219
MI   MI0005323  mdo-mir-219
MI   MI0006721  oan-mir-219
MI   MI0007178  cin-mir-219
MI   MI0007204  csa-mir-219
MI   MI0007676  mml-mir-219-2
MI   MI0008007  cfa-mir-219-1
MI   MI0008150  cfa-mir-219-2
MI   MI0008584  ptr-mir-219-1
MI   MI0008585  ptr-mir-219-2
MI   MI0008919  tca-mir-219
MI   MI0009012  dan-mir-219
MI   MI0009094  der-mir-219
MI   MI0009104  dgr-mir-219
MI   MI0009192  dmo-mir-219
MI   MI0009273  dpe-mir-219
MI   MI0009386  dse-mir-219
MI   MI0009433  dsi-mir-219
MI   MI0009546  dvi-mir-219
MI   MI0009578  dwi-mir-219
MI   MI0009682  dya-mir-219
MI   MI0009781  bta-mir-219-1
MI   MI0010099  cte-mir-219
MI   MI0010221  spu-mir-219
MI   MI0010527  bfl-mir-219
MI   MI0012210  bta-mir-219-2
MI   MI0012226  dpu-mir-219
MI   MI0012270  isc-mir-219
MI   MI0012846  eca-mir-219
MI   MI0012923  eca-mir-219-2
MI   MI0013513  aae-mir-219
MI   MI0013789  tgu-mir-219
MI   MI0013917  api-mir-219
MI   MI0014751  nvi-mir-219
MI   MI0014869  ppy-mir-219-2
MI   MI0016632  ngi-mir-219
MI   MI0016667  nlo-mir-219
MI   MI0017688  xbo-mir-219
MI   MI0017790  egr-mir-219
MI   MI0017814  emu-mir-219
MI   MI0017990  ssc-mir-219
MI   MI0018825  aca-mir-219-1
MI   MI0018826  aca-mir-219-2
MI   MI0019594  sko-mir-219
//
AC   MIPF0000045
ID   MIR164
MI   MI0000197  ath-MIR164a
MI   MI0000198  ath-MIR164b
MI   MI0000668  osa-MIR164a
MI   MI0000669  osa-MIR164b
MI   MI0001087  ath-MIR164c
MI   MI0001103  osa-MIR164c
MI   MI0001104  osa-MIR164d
MI   MI0001105  osa-MIR164e
MI   MI0001159  osa-MIR164f
MI   MI0001469  zma-MIR164a
MI   MI0001470  zma-MIR164d
MI   MI0001471  zma-MIR164b
MI   MI0001472  zma-MIR164c
MI   MI0001512  sbi-MIR164
MI   MI0001549  sbi-MIR164b
MI   MI0001852  sbi-MIR164c
MI   MI0002212  ptc-MIR164a
MI   MI0002213  ptc-MIR164b
MI   MI0002214  ptc-MIR164c
MI   MI0002215  ptc-MIR164d
MI   MI0002216  ptc-MIR164e
MI   MI0002217  ptc-MIR164f
MI   MI0005573  mtr-MIR164a
MI   MI0005612  mtr-MIR164b
MI   MI0005616  mtr-MIR164c
MI   MI0005617  mtr-MIR164d
MI   MI0006173  tae-MIR164
MI   MI0006478  bna-MIR164
MI   MI0006503  vvi-MIR164a
